Repositories,,,,,,Classification,,,Xtext files,,,,,,,Ecore files,,,,MWE2 files,,,Textual Instances,,,
Owner Login,Repository Name,Repository URL,#Forks,#Stars,Timespan (Days),Type,Language type,Retrofitting,Exist?,Count,Aver. Commit,Timespan (Days),Proportion (%),Changed Row Count,Changed Rule Count,Exist?,Count,Aver. Commit,scenario,Exist?,Count,Aver. Commit,Exist?,Count,Aver. Commit,Comment
UnBCIC-TP2,Oberon-XText,https://github.com/UnBCIC-TP2/Oberon-XText,2,0,26,Language,Historic language,YES,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,YES,122,1,
henriklange,ifcBrickConvertDsl,https://github.com/henriklange/ifcBrickConvertDsl,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
PikaQin,XModel-Code-Converter,https://github.com/PikaQin/XModel-Code-Converter,1,1,0,Infrastructure,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
helloyaqin,XModel-Code-Converter,https://github.com/helloyaqin/XModel-Code-Converter,0,1,0,Infrastructure,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
Garlo13,CEPStaticAnalysis,https://github.com/Garlo13/CEPStaticAnalysis,1,0,0,Language,Complex Event Processing,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
Frederic-Boulanger-UPS,MiniARM-feature,https://github.com/Frederic-Boulanger-UPS/MiniARM-feature,0,1,438,Language,Processor language,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,3,1.67,
sderrien,Uclid-editor,https://github.com/sderrien/Uclid-editor,0,0,26,Language,UCLID5,YES,YES,2,1.5,2,7.69,-93,-26,YES,1,2,grammar-driven,YES,2,1.5,YES,51,1,
MDEGroup,metatemplating,https://github.com/MDEGroup/metatemplating,0,0,131,Infrastructure,,,YES,1,5,131,100,41,8,YES,5,2.6,Both,YES,1,1,NO,0,0,
abdullah-4Mohammed,AWS-EC2-Service_DSL-EMF,https://github.com/abdullah-4Mohammed/AWS-EC2-Service_DSL-EMF,0,0,0,Language,AWS services,,NO,0,0,0,0,0,0,YES,1,1,not applicable,NO,0,0,NO,0,0,
grammeaway,math-interpreter-dsl,https://github.com/grammeaway/math-interpreter-dsl,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
ahmedsaleh1998,concept_project,https://github.com/ahmedsaleh1998/concept_project,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Chaimaa-Louahabi,Model-Driven-Engineering,https://github.com/Chaimaa-Louahabi/Model-Driven-Engineering,0,0,28,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,3,1,metamodel-driven,NO,0,0,NO,0,0,
augustin-rialan,IDM,https://github.com/augustin-rialan/IDM,0,0,27,Language,Web,,YES,2,1,0,0,0,0,YES,1,3,metamodel-driven,YES,2,1,NO,0,0,
MisbahAwan,SeamlessRuntimeTransformations,https://github.com/MisbahAwan/SeamlessRuntimeTransformations,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
ProjetoDSL,CanopusDesign,https://github.com/ProjetoDSL/CanopusDesign,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Ryuzaki101,Workbench,https://github.com/Ryuzaki101/Workbench,0,0,308,Infrastructure,,,YES,1,1,0,0,0,0,YES,7,1,Both,YES,1,1,YES,412,1,
eclipse,xtext,https://github.com/eclipse/xtext,314,746,5778,Infrastructure,,,YES,230,2.36,2309,39.96,2.17,1,YES,221,1.15,Both,YES,86,5.83,YES,1067,3.77,
eclipse,xtext-core,https://github.com/eclipse/xtext-core,98,117,5441,Infrastructure,,,YES,151,2.24,2309,42.44,1.81,0.93,YES,132,1.17,Both,YES,58,4.67,YES,151,2.24,
eclipse,xtext-xtend,https://github.com/eclipse/xtext-xtend,53,101,5441,Infrastructure,,,YES,1,8,1336,24.55,71,9,YES,2,1,metamodel-driven,YES,2,9,YES,663,3.4,
eclipse,xtext-eclipse,https://github.com/eclipse/xtext-eclipse,80,49,5441,Infrastructure,,,YES,59,2.49,1359,24.98,1.53,0.98,YES,61,1.03,Both,YES,15,7.6,YES,5,1,
eclipse,xtext-extras,https://github.com/eclipse/xtext-extras,38,20,5441,Infrastructure,,,YES,18,2.61,2298,42.23,3.44,1.06,YES,25,1.36,Both,YES,9,8.11,NO,0,0,
eclipse,xtext-web,https://github.com/eclipse/xtext-web,36,14,5441,Infrastructure,,,YES,2,2.5,1337,24.57,1,1,YES,2,1,grammar-driven,YES,2,10.5,YES,5,1,
xtext,seven-languages-xtext,https://github.com/xtext/seven-languages-xtext,47,67,3912,Training/Examples,,,YES,7,4,772,19.73,1.29,0,YES,7,1,grammar-driven,YES,7,7.29,YES,12,3.42,
eclipse,xtext-maven,https://github.com/eclipse/xtext-maven,26,13,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
eclipse,xtext-lib,https://github.com/eclipse/xtext-lib,33,19,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
xtext,maven-xtext-example,https://github.com/xtext/maven-xtext-example,33,62,3749,Training/Examples,,,YES,1,2,1143,30.49,0,0,NO,0,0,grammar-driven,YES,1,6,YES,2,3,
seebk,LaTeXText,https://github.com/seebk/LaTeXText,18,137,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
cdietrich,xtext-languageserver-example,https://github.com/cdietrich/xtext-languageserver-example,35,32,2799,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,3,YES,2,2,
eclipse,xtext-idea,https://github.com/eclipse/xtext-idea,18,13,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
adamschmideg,coffeescript-eclipse,https://github.com/adamschmideg/coffeescript-eclipse,26,66,559,Language,Coffeescript,YES,YES,3,30.33,130,23.26,140.67,50.67,NO,0,0,grammar-driven,YES,3,5.33,NO,0,0,
fanghuixing,XtextApricot,https://github.com/fanghuixing/XtextApricot,0,0,30,Language,Modelling Hybrid Systems,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
xtext,xtext-gradle-plugin,https://github.com/xtext/xtext-gradle-plugin,20,47,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
LorenzoBettini,packtpub-xtext-book-2nd-examples,https://github.com/LorenzoBettini/packtpub-xtext-book-2nd-examples,24,68,1309,Training/Examples,,,YES,11,1.09,137,10.47,0.09,0,YES,2,1,metamodel-driven,YES,12,1.25,YES,7,1,
PrinceMei,xTextHandler,https://github.com/PrinceMei/xTextHandler,76,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
LorenzoBettini,packtpub-xtext-book-examples,https://github.com/LorenzoBettini/packtpub-xtext-book-examples,20,34,666,Training/Examples,,,YES,6,1.17,290,43.54,0.67,0.17,YES,6,1,grammar-driven,YES,6,2,YES,2,1,
theia-ide,theia-xtext,https://github.com/theia-ide/theia-xtext,13,29,884,Infrastructure,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,2,YES,2,1,
svenefftinge,xtext-lsp-workshop,https://github.com/svenefftinge/xtext-lsp-workshop,12,28,492,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,2,YES,6,1.17,
ObeoNetwork,Xtext-Sirius-integration,https://github.com/ObeoNetwork/Xtext-Sirius-integration,11,19,2175,Training/Examples,,,YES,1,3,1049,48.23,-3,0,YES,1,4,grammar-driven,YES,1,3,NO,0,0,
dslmeinte,Xtext2-DSLs,https://github.com/dslmeinte/Xtext2-DSLs,5,17,1167,Training/Examples,,,YES,16,2.06,1167,100,-5.62,-2.25,NO,0,0,grammar-driven,YES,16,1.94,YES,9,1,
mlanoe,x-vhdl,https://github.com/mlanoe/x-vhdl,0,2,31,Language,VHDL,YES,YES,1,5,14,45.16,17,4,YES,1,5,metamodel-driven,YES,1,1,NO,0,0,
sergiowebo,RaspduinoDSL,https://github.com/sergiowebo/RaspduinoDSL,0,0,31,Language,Home automation system,,YES,1,5,29,93.55,92,16,YES,1,5,grammar-driven,YES,1,2,NO,0,0,
eclipse,xtext-umbrella,https://github.com/eclipse/xtext-umbrella,20,2,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
danieldietrich,xtext-protected-regions,https://github.com/danieldietrich/xtext-protected-regions,6,12,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
xtext,xtend-gradle-plugin,https://github.com/xtext/xtend-gradle-plugin,8,45,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
aphethean,xtext-maven-examples,https://github.com/aphethean/xtext-maven-examples,6,21,338,Training/Examples,,,YES,1,2,232,68.64,4,1,NO,0,0,grammar-driven,YES,1,1,YES,1,2,
ckulla,xtext-tycho-example,https://github.com/ckulla/xtext-tycho-example,7,14,1312,Training/Examples,,,YES,1,2,569,43.37,4,1,NO,0,0,grammar-driven,YES,1,4,YES,2,1.5,
vorburger,xtext-sandbox,https://github.com/vorburger/xtext-sandbox,7,8,1347,Training/Examples,,,YES,15,1.8,1347,100,1.4,0.13,YES,5,1,grammar-driven,YES,16,1.06,YES,6,2.67,
basilfx,xtext-standalone-maven-build,https://github.com/basilfx/xtext-standalone-maven-build,9,8,32,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,2,NO,0,0,
JakeGinnivan,XText,https://github.com/JakeGinnivan/XText,5,7,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
OLibutzki,xtext.tools,https://github.com/OLibutzki/xtext.tools,4,24,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
majordomo,majordomo,https://github.com/majordomo/majordomo,0,1,37,Language,Home automation system,,YES,1,28,16,43.24,27,12,YES,2,22,metamodel-driven,YES,2,4.5,YES,1,22,
LorenzoBettini,Xtext2-experiments,https://github.com/LorenzoBettini/Xtext2-experiments,3,12,879,Experimental/Personal,,,YES,5,3.6,879,100,5.2,0.6,YES,4,4.25,metamodel-driven,YES,5,1.8,NO,0,0,
eclipse,xsemantics,https://github.com/eclipse/xsemantics,19,32,2274,Language,Xtext type systems,,YES,5,1.8,818,35.97,-0.4,0,YES,1,1,metamodel-driven,YES,7,2.14,YES,27,1.19,
xtext,xtext-reference-projects,https://github.com/xtext/xtext-reference-projects,6,7,2266,Training/Examples,,,YES,151,1.01,2260,99.74,0.01,0.01,NO,0,0,grammar-driven,YES,151,1.07,NO,0,0,
efuentesp,xtext-cobol,https://github.com/efuentesp/xtext-cobol,0,0,38,Language,COBOL,YES,YES,1,25,38,100,50,-21,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
dr-jam,ABL-XText,https://github.com/dr-jam/ABL-XText,0,0,39,Language,ABL,YES,YES,1,3,33,84.62,52,10,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
fuinorg,emt-xtext-archetype,https://github.com/fuinorg/emt-xtext-archetype,4,10,2225,Infrastructure,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,2,NO,0,0,
eclipse-soc,amalgamation-examples-xtext,https://github.com/eclipse-soc/amalgamation-examples-xtext,4,9,24,Experimental/Personal,,,YES,1,21,24,100,484,59,NO,0,0,grammar-driven,YES,2,2,YES,1,1,
kthoms,xtext-experimental,https://github.com/kthoms/xtext-experimental,3,11,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
dsldevkit,dsl-devkit,https://github.com/dsldevkit/dsl-devkit,28,38,2728,Infrastructure,,,YES,15,2.8,2226,81.6,6.33,0.6,YES,14,1.64,Both,YES,15,4.8,YES,8,1,
itemis,generator-xtext,https://github.com/itemis/generator-xtext,3,7,1004,Infrastructure,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,3,NO,0,0,
att,yang-design-studio,https://github.com/att/yang-design-studio,18,25,5,Language,Yang models,,YES,2,1,0,0,0,0,YES,3,1,Both,YES,2,1,YES,1,1,
martinbaker,xtextadd,https://github.com/martinbaker/xtextadd,2,16,84,Infrastructure,,,YES,9,3.56,84,100,17.33,-3.56,YES,5,3.8,grammar-driven,YES,5,1,NO,0,0,
OliverScherf,MGPL-Xtext,https://github.com/OliverScherf/MGPL-Xtext,0,0,40,Language,MGPL,,YES,1,17,35,87.5,81,19,NO,0,0,grammar-driven,YES,1,8,YES,2,1,
hachreak,dmss.pouex.xtext,https://github.com/hachreak/dmss.pouex.xtext,0,0,40,Language,Tamagotchi-like game,,YES,1,2,40,100,1,0,NO,0,0,grammar-driven,YES,1,1,YES,1,1,
vladdu,xtext.unittesting,https://github.com/vladdu/xtext.unittesting,7,1,2086,Training/Examples,,,YES,1,3,1987,95.25,-8,-3,YES,1,1,grammar-driven,YES,1,1,YES,3,2,
slizaa,slizaa-opencypher-xtext,https://github.com/slizaa/slizaa-opencypher-xtext,3,9,825,Language,Graph queries,,YES,1,46,666,80.73,202,54,NO,0,0,grammar-driven,YES,1,4,NO,0,0,
xpomul,cdo-xtext,https://github.com/xpomul/cdo-xtext,5,2,845,Infrastructure,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,1,1,NO,0,0,
mark-christiaens,Xtext-Models-Stats-View,https://github.com/mark-christiaens/Xtext-Models-Stats-View,5,3,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
TypeFox,xtext-jflex,https://github.com/TypeFox/xtext-jflex,5,2,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
vorburger,eclipse-typescript-xtext,https://github.com/vorburger/eclipse-typescript-xtext,4,3,49,Language,Typescript,YES,YES,1,19,49,100,69,21,NO,0,0,grammar-driven,YES,1,2,YES,7,1.86,
patrickneubauer,XMLText,https://github.com/patrickneubauer/XMLText,3,5,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
xtext,org.xtext.antlr.generator,https://github.com/xtext/org.xtext.antlr.generator,2,11,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
boalang,xtext-ide,https://github.com/boalang/xtext-ide,3,3,3011,Infrastructure,,,YES,1,17,1819,60.41,26,2,NO,0,0,grammar-driven,YES,1,7,NO,0,0,
pen-zhang,online_elm_xtext,https://github.com/pen-zhang/online_elm_xtext,0,0,41,Language,Online Elm Shape Creator,,YES,2,2,41,100,132,21,YES,1,2,grammar-driven,YES,2,2,NO,0,0,
veraPDF,veraPDF-model-syntax,https://github.com/veraPDF/veraPDF-model-syntax,5,2,3214,Infrastructure,,,YES,1,5,2994,93.15,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
TypeFox,languageserver-example,https://github.com/TypeFox/languageserver-example,4,7,189,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
josros,boby,https://github.com/josros/boby,0,1,43,Language,Code Generation,,YES,1,2,5,11.63,1,0,YES,1,2,grammar-driven,YES,1,1,YES,1,1,
stephanrauh,JSFLibraryGenerator,https://github.com/stephanrauh/JSFLibraryGenerator,6,12,1097,Language,JSF component libraries,,YES,1,17,477,43.48,37,3,YES,1,10,grammar-driven,YES,1,1,YES,1,16,
loonwerks,jkind-xtext,https://github.com/loonwerks/jkind-xtext,2,4,2462,Language,Lustre,YES,YES,1,24,1593,64.7,195,39,YES,1,17,grammar-driven,YES,1,3,NO,0,0,
TatyPerson,Xtext2Sonar,https://github.com/TatyPerson/Xtext2Sonar,3,2,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
TypeFox,xtext-vscode,https://github.com/TypeFox/xtext-vscode,2,4,309,Infrastructure,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
svenefftinge,Xtext-Workshop-Development-Workspace,https://github.com/svenefftinge/Xtext-Workshop-Development-Workspace,3,2,0,Experimental/Personal,,,YES,1,3,0,0,2,1,NO,0,0,grammar-driven,YES,2,2,NO,0,0,
cdietrich,xtext-uml-example,https://github.com/cdietrich/xtext-uml-example,2,4,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
cdietrich,xtext-maven-example,https://github.com/cdietrich/xtext-maven-example,3,4,3711,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,6,YES,1,1,
Remypoc,CmooSimpleJ,https://github.com/Remypoc/CmooSimpleJ,0,0,46,Language,Simply Java,,YES,2,5,2,4.35,36,6,YES,1,4,grammar-driven,YES,2,1,NO,0,0,
borgar,xtexts,https://github.com/borgar/xtexts,3,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
christopherosthues,mgpl-xtext,https://github.com/christopherosthues/mgpl-xtext,0,0,49,Language,Mini games,,YES,1,2,0,0,16,1,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
dslmeinte,Xtext1-DSLs,https://github.com/dslmeinte/Xtext1-DSLs,1,8,127,Training/Examples,,,YES,13,3.85,126,99.21,2.23,-1.23,NO,0,0,grammar-driven,YES,13,2.08,YES,5,1.4,
applause,applause,https://github.com/applause/applause,24,98,1033,Language,Cross-platform app development,,YES,1,14,939,90.9,94,15,YES,1,9,metamodel-driven,YES,1,4,NO,0,0,
LorenzoBettini,ecefrance2015-xtext-example,https://github.com/LorenzoBettini/ecefrance2015-xtext-example,2,4,331,Training/Examples,,,YES,1,4,1,0.3,60,11,NO,0,0,grammar-driven,YES,1,4,NO,0,0,
jcmm33,DirectXTextBlock,https://github.com/jcmm33/DirectXTextBlock,2,3,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
dhuebner,xtext-apidiff,https://github.com/dhuebner/xtext-apidiff,3,0,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
appdev,XTextView,https://github.com/appdev/XTextView,0,6,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
oehme,xtext-maven-example,https://github.com/oehme/xtext-maven-example,2,3,491,Training/Examples,,,YES,3,1,2,0.41,0,0,YES,2,1,grammar-driven,YES,3,1,YES,2,1,
SMadani,ThriftMDE,https://github.com/SMadani/ThriftMDE,3,8,794,Language,Apache Thrift,YES,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,NO,0,0,NO,0,0,
xtext,xtext-external-editors,https://github.com/xtext/xtext-external-editors,0,14,1780,Infrastructure,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
itemis,xtext-generator-vscode,https://github.com/itemis/xtext-generator-vscode,2,3,96,Infrastructure,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
soluvas,ecommerce-sample,https://github.com/soluvas/ecommerce-sample,4,1,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
tianguanghui,xTextHandler-objc,https://github.com/tianguanghui/xTextHandler-objc,3,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
meysholdt,xtext_stateful_lexer,https://github.com/meysholdt/xtext_stateful_lexer,2,2,532,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
holgerschill,XtextCon_Xcore_Maven,https://github.com/holgerschill/XtextCon_Xcore_Maven,1,5,400,Training/Examples,,,YES,2,1,0,0,0,0,YES,3,1,Both,YES,2,2.5,NO,0,0,
scottopell,vim-xtext,https://github.com/scottopell/vim-xtext,0,7,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,YES,1,1,NO,0,0,
itemis,xtext-debug-example-no-xbase,https://github.com/itemis/xtext-debug-example-no-xbase,2,1,1,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
TypeFox,Xtext-XMI,https://github.com/TypeFox/Xtext-XMI,0,7,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,1,1,NO,0,0,
joergreichert,XtextPlayground,https://github.com/joergreichert/XtextPlayground,0,4,1644,Training/Examples,,,YES,1,3,7,0.43,7,2,NO,0,0,grammar-driven,YES,1,4,YES,1,2,
wuwen1030,XTExtension,https://github.com/wuwen1030/XTExtension,1,6,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
eventB-Soton,XTheory,https://github.com/eventB-Soton/XTheory,2,0,52,Language,Formal methods,,YES,1,6,50,96.15,16,3,YES,1,5,metamodel-driven,YES,1,3,NO,0,0,
JanKoehnlein,EclipseCon2013_XtextTutorial,https://github.com/JanKoehnlein/EclipseCon2013_XtextTutorial,0,4,219,Training/Examples,,,YES,4,3,218,99.54,16.75,1.75,YES,1,3,metamodel-driven,YES,1,2,YES,3,1.67,
marnix,metamath-eclipse-xtext,https://github.com/marnix/metamath-eclipse-xtext,0,2,56,Language,Metamath,YES,YES,1,16,56,100,79,36,NO,0,0,grammar-driven,YES,1,5,YES,4,1.5,
Modaptix,xtext-expressions,https://github.com/Modaptix/xtext-expressions,1,2,58,Language,Arithmetic Expression,,YES,1,4,57,98.28,32,5,YES,1,3,metamodel-driven,YES,1,4,NO,0,0,
arturboronat,xtext.domainmodel,https://github.com/arturboronat/xtext.domainmodel,2,1,781,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,1,
otrosien,xtext-perl,https://github.com/otrosien/xtext-perl,2,0,16,Language,Perl,YES,YES,1,20,16,100,399,61,YES,1,21,grammar-driven,YES,1,3,NO,0,0,
cmendible,Hexa.xText,https://github.com/cmendible/Hexa.xText,2,1,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
SOM-Research,graphQL-xtext-grammar,https://github.com/SOM-Research/graphQL-xtext-grammar,1,3,62,Language,GraphSQL,YES,YES,2,1,3,4.84,0,0,NO,0,0,grammar-driven,YES,2,1,YES,1,1,
andrearn,org.fornax.soa.xtextservicerepository,https://github.com/andrearn/org.fornax.soa.xtextservicerepository,0,6,2906,Infrastructure,,,YES,10,15.3,1595,54.89,76.3,6.2,YES,4,8,grammar-driven,YES,15,7.47,YES,50,2.24,
ujhelyiz,xtext-reflective,https://github.com/ujhelyiz/xtext-reflective,1,4,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
szarnekow,xtextcon-xbase-example,https://github.com/szarnekow/xtextcon-xbase-example,2,0,157,Training/Examples,,,YES,1,4,4,2.55,20,2,YES,1,3,grammar-driven,YES,1,1,YES,2,2.5,
DonRenando,xtext,https://github.com/DonRenando/xtext,0,0,62,Language,MCQ generator,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
cdietrich,xtext-languageserver-xbase-example,https://github.com/cdietrich/xtext-languageserver-xbase-example,2,0,1,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,YES,2,1.5,
test-editor,deprecated-test-editor-xtext,https://github.com/test-editor/deprecated-test-editor-xtext,0,5,1281,Infrastructure,,,YES,3,34.67,897,70.02,141,28,NO,0,0,grammar-driven,YES,3,12.67,YES,21,6.95,
awk-kazmin,eclipse_1C_xtext,https://github.com/awk-kazmin/eclipse_1C_xtext,2,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,2,1,Both,YES,1,1,NO,0,0,
svenefftinge,fowlers-statemachine-with-expressions,https://github.com/svenefftinge/fowlers-statemachine-with-expressions,4,8,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,1,1,NO,0,0,
copton,XTextExamples,https://github.com/copton/XTextExamples,0,2,0,Training/Examples,,,YES,2,2,0,0,0,0,YES,1,1,metamodel-driven,YES,4,1.5,YES,3,1.67,
GeekBugs,XTextView,https://github.com/GeekBugs/XTextView,0,2,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
akosyakov,org.xtext.example.mydsl.idea,https://github.com/akosyakov/org.xtext.example.mydsl.idea,2,0,91,Training/Examples,,,YES,3,1.33,58,63.74,7.33,2.33,YES,3,1.33,Both,YES,3,4,YES,7,1,
Jaddison011,C4EventB,https://github.com/Jaddison011/C4EventB,0,1,63,Language,Code Generation,,YES,1,2,0,0,4,13,YES,1,7,metamodel-driven,YES,1,2,NO,0,0,
HBehrens,Xtext2Workshop,https://github.com/HBehrens/Xtext2Workshop,0,2,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
GrupoHunter,Kukuroo,https://github.com/GrupoHunter/Kukuroo,2,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
itemis,xtext-languageserver-example-lsp4e,https://github.com/itemis/xtext-languageserver-example-lsp4e,0,5,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
fatalerrortan,Xtext_Xtend_HTML_Generator,https://github.com/fatalerrortan/Xtext_Xtend_HTML_Generator,0,4,1857,Training/Examples,,,YES,3,4,94,5.06,14.67,1.33,YES,1,8,grammar-driven,YES,2,1,YES,2,3,
spoenemann,xtext-gef,https://github.com/spoenemann/xtext-gef,1,3,48,Training/Examples,,,YES,1,4,39,81.25,10,5,YES,1,4,grammar-driven,YES,1,1,NO,0,0,
LinguaPhylo,linguaPhyloDSL,https://github.com/LinguaPhylo/linguaPhyloDSL,0,0,67,Language,Phylogenetic models,,YES,2,1.5,64,95.52,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
jhonatan89,gen-angular-grammar,https://github.com/jhonatan89/gen-angular-grammar,1,2,77,Language,Angular applications,,YES,1,5,77,100,246,39,YES,1,3,grammar-driven,YES,1,1,YES,7,2,
LorenzoBettini,jbase,https://github.com/LorenzoBettini/jbase,1,11,2479,Infrastructure,,,YES,5,9,2037,82.17,25.8,4.4,YES,1,15,metamodel-driven,YES,6,4.17,YES,7,1,
mn-mikke,Model-driven-Pretty-Printer-for-Xtext-Framework,https://github.com/mn-mikke/Model-driven-Pretty-Printer-for-Xtext-Framework,1,5,10,Infrastructure,,,YES,19,1,0,0,0,0,YES,7,1,metamodel-driven,YES,24,1,YES,103,1,
Buggaboo,xplatform,https://github.com/Buggaboo/xplatform,0,0,81,Language,crossplatform json parser + model and asset generator,,YES,8,4.88,76,93.83,49.25,4,YES,5,4.2,Both,YES,8,1,NO,0,0,
cmark,androtext,https://github.com/cmark/androtext,1,7,698,Infrastructure,,,YES,1,34,322,46.13,775,126,NO,0,0,grammar-driven,YES,1,6,YES,21,3.9,
