Owner,Repo,Ecore File,Containing Folder
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug291022TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug303200TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug304681TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug307519TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug309949TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug332217TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug347012TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug348199TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug348427TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug360834TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug377311TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Bug381381TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/ContentAssistContextTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/ContentAssistCustomizingTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/ContentAssistNoTerminalExtensionTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/ContentAssistTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/CrossReferenceProposalTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/DatatypeRuleTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/DomainModelTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/EncodingUiTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/EnumRulesUiTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/FoldingTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/GH341TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/ImportUriUiTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/KeywordsUiTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/LookAheadContentAssistTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/OutlineTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/ParameterizedExpressionsTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/ParametersTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/QuickfixCrossrefTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/RefactoringTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/ReferenceGrammarUiTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/ReferringTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/TestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/TwoContextsTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/UnorderedGroupsTestLanguage.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/model/generated/Xml.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/src/org/eclipse/xtext/ui/tests/editor/contentassist/Bug287941TestModel.ecore,contentassist
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/src/org/eclipse/xtext/ui/tests/enumrules/enumsUi.ecore,enumrules
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/testfiles/simple.ecore,testfiles
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/tests/org/eclipse/xtext/ui/tests/core/util/simple.ecore,util
eclipse,xtext-eclipse,org.eclipse.xtext.ui.tests/tests/org/eclipse/xtext/ui/tests/util/simple.ecore,util
eclipse,xtext-eclipse,org.eclipse.xtext.xtext.ui.examples/projects/arithmetics/org.eclipse.xtext.example.arithmetics/model/generated/Arithmetics.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.xtext.ui.examples/projects/domainmodel/org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.xtext.ui.examples/projects/fowlerdsl/org.eclipse.xtext.example.fowlerdsl/model/generated/Statemachine.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.xtext.ui.examples/projects/homeautomation/org.eclipse.xtext.example.homeautomation/model/generated/RuleEngine.ecore,generated
eclipse,xtext-eclipse,org.eclipse.xtext.xtext.ui.tests/src/org/eclipse/xtext/xtext/ui/ecore2xtext/Ecore2XtextTest.ecore,ecore2xtext
eclipse,xtext-eclipse,org.eclipse.xtext.xtext.ui.tests/src/org/eclipse/xtext/xtext/ui/editor/contentassist/enumsUi.ecore,contentassist
eclipse,xtext-extras,org.eclipse.xtext.builder.standalone.tests/model/generated/BuilderTestLanguage.ecore,generated
eclipse,xtext-extras,org.eclipse.xtext.common.types.tests/model/generated/ContentAssistTestLanguage.ecore,generated
eclipse,xtext-extras,org.eclipse.xtext.common.types.tests/model/generated/RefactoringTestLanguage.ecore,generated
eclipse,xtext-extras,org.eclipse.xtext.common.types/model/JavaVMTypes.ecore,model
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src-gen/org/eclipse/xtext/enumrules/EnumAndReferenceTestLanguage.ecore,enumrules
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src-gen/org/eclipse/xtext/enumrules/EnumRulesTestLanguage.ecore,enumrules
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src-gen/org/eclipse/xtext/enumrules/MultiRuleEnumTestLanguage.ecore,enumrules
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/enumrules/enums.ecore,enumrules
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/generator/grammarAccess/ametamodel.ecore,grammarAccess
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/metamodelreferencing/tests/EcorePerNsURI.ecore,tests
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/metamodelreferencing/tests/EcorePerPlatformPlugin.ecore,tests
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/metamodelreferencing/tests/EcorePerPlatformResource.ecore,tests
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/resource/ecore/iso-8859-1.ecore,ecore
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/resource/ecore/utf16.ecore,ecore
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/resource/ecore/utf8.ecore,ecore
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/resource/mydsl.ecore,resource
eclipse,xtext-extras,org.eclipse.xtext.extras.tests/src/org/eclipse/xtext/xtext/ecoreInference/test.ecore,ecoreInference
eclipse,xtext-extras,org.eclipse.xtext.generator/src-gen/org/eclipse/xtext/generator/parser/antlr/debug/SimpleAntlr.ecore,debug
eclipse,xtext-extras,org.eclipse.xtext.purexbase/model/generated/PureXbase.ecore,generated
eclipse,xtext-extras,org.eclipse.xtext.xbase.testlanguages/model/generated/Bug462047Lang.ecore,generated
eclipse,xtext-extras,org.eclipse.xtext.xbase.testlanguages/model/generated/ContentAssistFragmentTestLang.ecore,generated
eclipse,xtext-extras,org.eclipse.xtext.xbase.testlanguages/model/generated/XImportSectionTestLang.ecore,generated
eclipse,xtext-extras,org.eclipse.xtext.xbase/model/XAnnotations.ecore,model
eclipse,xtext-extras,org.eclipse.xtext.xbase/model/Xbase.ecore,model
eclipse,xtext-extras,org.eclipse.xtext.xbase/model/Xtype.ecore,model
eclipse,xtext-web,org.eclipse.xtext.web.example.entities/model/generated/Entities.ecore,generated
eclipse,xtext-web,org.eclipse.xtext.web.example.statemachine/model/generated/Statemachine.ecore,generated
xtext,seven-languages-xtext,languages/org.xtext.builddsl/model/generated/BuildDSL.ecore,generated
xtext,seven-languages-xtext,languages/org.xtext.guicemodules/model/generated/GuiceModules.ecore,generated
xtext,seven-languages-xtext,languages/org.xtext.httprouting/model/generated/Route.ecore,generated
xtext,seven-languages-xtext,languages/org.xtext.mongobeans/model/generated/MongoBeans.ecore,generated
xtext,seven-languages-xtext,languages/org.xtext.scripting/model/generated/Scripting.ecore,generated
xtext,seven-languages-xtext,languages/org.xtext.template/model/generated/Template.ecore,generated
xtext,seven-languages-xtext,languages/org.xtext.tortoiseshell/model/generated/TortoiseShell.ecore,generated
eclipse,xtext-maven,not applicable,not applicable
eclipse,xtext-maven,not applicable,not applicable
eclipse,xtext-lib,not applicable,not applicable
eclipse,xtext-lib,not applicable,not applicable
xtext,maven-xtext-example,not applicable,not applicable
xtext,maven-xtext-example,not applicable,not applicable
seebk,LaTeXText,not applicable,not applicable
seebk,LaTeXText,not applicable,not applicable
cdietrich,xtext-languageserver-example,not applicable,not applicable
cdietrich,xtext-languageserver-example,not applicable,not applicable
eclipse,xtext-idea,not applicable,not applicable
eclipse,xtext-idea,not applicable,not applicable
adamschmideg,coffeescript-eclipse,not applicable,not applicable
adamschmideg,coffeescript-eclipse,not applicable,not applicable
RvonMassow,xDoc,org.eclipse.xtext.xdoc/model/Images.ecore,model
RvonMassow,xDoc,org.eclipse.xtext.xdoc/model/Xdoc.ecore,model
xtext,xtext-gradle-plugin,not applicable,not applicable
xtext,xtext-gradle-plugin,not applicable,not applicable
LorenzoBettini,packtpub-xtext-book-2nd-examples,org.example.customgreetings.parent/org.example.customgreetings/model/custom/Greetings.ecore,custom
LorenzoBettini,packtpub-xtext-book-2nd-examples,org.example.school.parent/org.example.school.model/model/School.ecore,model
PrinceMei,xTextHandler,not applicable,not applicable
PrinceMei,xTextHandler,not applicable,not applicable
LorenzoBettini,packtpub-xtext-book-examples,org.example.build.hello/model/generated/Hello.ecore,generated
LorenzoBettini,packtpub-xtext-book-examples,org.example.entities/model/generated/Entities.ecore,generated
LorenzoBettini,packtpub-xtext-book-examples,org.example.expressions/model/generated/Expressions.ecore,generated
LorenzoBettini,packtpub-xtext-book-examples,org.example.smalljava/model/generated/SmallJava.ecore,generated
LorenzoBettini,packtpub-xtext-book-examples,org.example.xbase.entities/model/generated/Entities.ecore,generated
LorenzoBettini,packtpub-xtext-book-examples,org.example.xbase.expressions/model/generated/Expressions.ecore,generated
theia-ide,theia-xtext,xtext-dsl-language-server/io.typefox.xtext.langserver.example/model/generated/MyDsl.ecore,generated
svenefftinge,xtext-lsp-workshop,org.xtext.calc.parent/org.xtext.calc/model/generated/Calculator.ecore,generated
ObeoNetwork,Xtext-Sirius-integration,xtext-support-parent/examples/org.eclipse.xtext.example.fowlerdsl/model/generated/Statemachine.ecore,generated
dslmeinte,Xtext2-DSLs,not applicable,not applicable
dslmeinte,Xtext2-DSLs,not applicable,not applicable
merks,Xcore,org.eclipse.emf.ecore.xcore/model/Xcore.ecore,model
ssi-schaefer,lcdsl,com.wamas.ide.launching/model/generated/LcDsl.ecore,generated
eclipse,xtext-umbrella,not applicable,not applicable
eclipse,xtext-umbrella,not applicable,not applicable
danieldietrich,xtext-protected-regions,not applicable,not applicable
danieldietrich,xtext-protected-regions,not applicable,not applicable
xtext,xtend-gradle-plugin,not applicable,not applicable
xtext,xtend-gradle-plugin,not applicable,not applicable
aphethean,xtext-maven-examples,not applicable,not applicable
aphethean,xtext-maven-examples,not applicable,not applicable
ckulla,xtext-tycho-example,not applicable,not applicable
ckulla,xtext-tycho-example,not applicable,not applicable
vorburger,xtext-sandbox,EcoreXtext/ch.vorburger.xecore/model/generated/XEcore.ecore,generated
vorburger,xtext-sandbox,JvmType/ch.vorburger.xtext.sandbox.learnjvmtype/model/generated/LearnJvmType.ecore,generated
vorburger,xtext-sandbox,SerializerCrossRefNewResEObjHowTo/org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
vorburger,xtext-sandbox,SerializingChangedResourceProblem/org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
vorburger,xtext-sandbox,XbaseDomainmodelXExpression/org.eclipse.xtext.example.domainmodel/model/generated/Domainmodel.ecore,generated
basilfx,xtext-standalone-maven-build,org.xtext.example.mydsl/model/generated/MyDsl.ecore,generated
JakeGinnivan,XText,not applicable,not applicable
JakeGinnivan,XText,not applicable,not applicable
OLibutzki,xtext.tools,not applicable,not applicable
OLibutzki,xtext.tools,not applicable,not applicable
Xpitfire,xtext-dnn,not applicable,not applicable
Xpitfire,xtext-dnn,not applicable,not applicable
LorenzoBettini,Xtext2-experiments,hellocustomecore/org.xtext.example.hellocustomecore/model/custom/HelloCustomEcore.ecore,custom
LorenzoBettini,Xtext2-experiments,helloinferrer/org.xtext.example.helloinferrer/src-gen/org/xtext/example/helloinferrer/HelloInferrer.ecore,helloinferrer
LorenzoBettini,Xtext2-experiments,hellojvmtypes/org.xtext.example.hellojvmtypes/src-gen/org/xtext/example/hellojvmtypes/HelloJvmTypes.ecore,hellojvmtypes
LorenzoBettini,Xtext2-experiments,helloxbase/org.xtext.example.helloxbase/src-gen/org/xtext/example/helloxbase/HelloXbase.ecore,helloxbase
eclipse,xsemantics,plugins/org.eclipse.xsemantics.dsl/model/custom/Xsemantics.ecore,custom
xtext,xtext-reference-projects,not applicable,not applicable
xtext,xtext-reference-projects,not applicable,not applicable
mzaks,FlatBuffersSchemaEditor,maxim.zaks.flattBuffers/model/generated/FlatBuffers.ecore,generated
vorburger,eLang,not applicable,not applicable
vorburger,eLang,not applicable,not applicable
fuinorg,emt-xtext-archetype,not applicable,not applicable
fuinorg,emt-xtext-archetype,not applicable,not applicable
eclipse-soc,amalgamation-examples-xtext,not applicable,not applicable
eclipse-soc,amalgamation-examples-xtext,not applicable,not applicable
kthoms,xtext-experimental,not applicable,not applicable
kthoms,xtext-experimental,not applicable,not applicable
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.check.core/metamodel/com/avaloq/tools/ddk/check/Check.ecore,check
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.check.test.runtime/src-gen/com/avaloq/tools/ddk/check/TestLanguage.ecore,check
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.checkcfg.core/metamodel/com/avaloq/tools/ddk/checkcfg/CheckCfg.ecore,checkcfg
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.sample.helloworld/model/generated/HelloWorld.ecore,generated
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.typesystem/model/BuiltInTypeModel.ecore,model
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.typesystem/model/TypeModel.ecore,model
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.export/metamodel/com/avaloq/tools/ddk/xtext/export/Export.ecore,export
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.expression/metamodel/com/avaloq/tools/ddk/xtext/expression/Expression.ecore,expression
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.format/model/generated/Format.ecore,generated
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.scope/metamodel/com/avaloq/tools/ddk/xtext/scope/Scope.ecore,scope
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.test/src-gen/com/avaloq/tools/ddk/xtext/formatter/FormatterTestLanguage.ecore,formatter
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.valid.test/model/ValidScopingTest.ecore,model
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext.valid/metamodel/com/avaloq/tools/ddk/xtext/valid/Valid.ecore,valid
dsldevkit,dsl-devkit,com.avaloq.tools.ddk.xtext/model/ModelInference.ecore,model
itemis,generator-xtext,not applicable,not applicable
itemis,generator-xtext,not applicable,not applicable
att,yang-design-studio,yang.Manager/bin/yang/manager/yang/impl/yang.ecore,impl
att,yang-design-studio,yang.Manager/model/generated/Yang.ecore,generated
att,yang-design-studio,yang.Manager/src-gen/yang/manager/yang/impl/yang.ecore,impl
martinbaker,xtextadd,macro/com.euclideanspace.macro/model/generated/Demo.ecore,generated
martinbaker,xtextadd,nodemodeltest/com.euclideanspace.phantom1/model/generated/Test1.ecore,generated
martinbaker,xtextadd,pbase/com.euclideanspace.pbase/model/generated/Tutorial.ecore,generated
martinbaker,xtextadd,whitespaceblock/com.euclideanspace.whitespaceblock/model/generated/Demo.ecore,generated
martinbaker,xtextadd,xgener/com.euclideanspace.xgener/model/generated/Gen.ecore,generated
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.model/model/GraphMM.ecore,model
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.swtbot.tests.project/model/PersonsMM.ecore,model
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.swtbot.tests.project/model/Subscriptions.ecore,model
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.swtbot.tests.project/model/WebApp.ecore,model
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/bidirectional/TestEcoreForUsages1.ecore,bidirectional
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/bidirectional/TestEcoreForUsages2.ecore,bidirectional
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/independentdependencies/TestEcoreForUsages1.ecore,independentdependencies
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/independentdependencies/TestEcoreForUsages2.ecore,independentdependencies
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/independentdependencies/TestEcoreForUsages3.ecore,independentdependencies
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/independentdependencies/TestEcoreForUsages4.ecore,independentdependencies
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/transitive/TestEcoreForUsages1.ecore,transitive
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/transitive/TestEcoreForUsages2.ecore,transitive
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/transitive/TestEcoreForUsages3.ecore,transitive
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/twodependencies/TestEcoreForUsages1.ecore,twodependencies
LorenzoBettini,edelta,edelta.parent/edelta.dependency.analyzer.tests/testecores/twodependencies/TestEcoreForUsages2.ecore,twodependencies
